Area Type,Area Name,Date,Year,Month,Seasonally Adjusted,Status,Labor Force,Employment,Unemployment,Unemployment Rate,,
Metro Division,"San Rafael, CA Met Div",12/01/2011,2011,December,Y,Final,"134,668","125,470","9,198",6.8%,,
Metro Division,"San Rafael, CA Met Div",01/01/2012,2012,January,Y,Final,"134,965","125,881","9,084",6.7%,,
Metro Division,"San Rafael, CA Met Div",02/01/2012,2012,February,Y,Final,"135,284","126,272","9,012",6.7%,,
Metro Division,"San Rafael, CA Met Div",03/01/2012,2012,March,Y,Final,"135,637","126,654","8,983",6.6%,,
Metro Division,"San Rafael, CA Met Div",04/01/2012,2012,April,Y,Final,"135,988","127,023","8,965",6.6%,,
Metro Division,"San Rafael, CA Met Div",05/01/2012,2012,May,Y,Final,"136,312","127,395","8,917",6.5%,,
Metro Division,"San Rafael, CA Met Div",06/01/2012,2012,June,Y,Final,"136,572","127,755","8,817",6.5%,,
Metro Division,"San Rafael, CA Met Div",07/01/2012,2012,July,Y,Final,"136,769","128,104","8,665",6.3%,,
Metro Division,"San Rafael, CA Met Div",08/01/2012,2012,August,Y,Final,"136,952","128,459","8,493",6.2%,,
Metro Division,"San Rafael, CA Met Div",09/01/2012,2012,September,Y,Final,"137,157","128,825","8,332",6.1%,,
Metro Division,"San Rafael, CA Met Div",10/01/2012,2012,October,Y,Final,"137,338","129,151","8,187",6.0%,,
Metro Division,"San Rafael, CA Met Div",11/01/2012,2012,November,Y,Final,"137,473","129,420","8,053",5.9%,,
Metro Division,"San Rafael, CA Met Div",12/01/2012,2012,December,Y,Final,"137,573","129,658","7,915",5.8%,,
Metro Division,"San Rafael, CA Met Div",01/01/2013,2013,January,Y,Final,"137,658","129,889","7,769",5.6%,,
Metro Division,"San Rafael, CA Met Div",02/01/2013,2013,February,Y,Final,"137,761","130,139","7,622",5.5%,,
Metro Division,"San Rafael, CA Met Div",03/01/2013,2013,March,Y,Final,"137,933","130,450","7,483",5.4%,,
Metro Division,"San Rafael, CA Met Div",04/01/2013,2013,April,Y,Final,"138,178","130,813","7,365",5.3%,,
Metro Division,"San Rafael, CA Met Div",05/01/2013,2013,May,Y,Final,"138,400","131,114","7,286",5.3%,,
Metro Division,"San Rafael, CA Met Div",06/01/2013,2013,June,Y,Final,"138,496","131,255","7,241",5.2%,,
Metro Division,"San Rafael, CA Met Div",07/01/2013,2013,July,Y,Final,"138,423","131,215","7,208",5.2%,,
Metro Division,"San Rafael, CA Met Div",08/01/2013,2013,August,Y,Final,"138,166","131,027","7,139",5.2%,,
Metro Division,"San Rafael, CA Met Div",09/01/2013,2013,September,Y,Final,"137,830","130,812","7,018",5.1%,,
Metro Division,"San Rafael, CA Met Div",10/01/2013,2013,October,Y,Final,"137,601","130,718","6,883",5.0%,,
Metro Division,"San Rafael, CA Met Div",11/01/2013,2013,November,Y,Final,"137,573","130,814","6,759",4.9%,,
Metro Division,"San Rafael, CA Met Div",12/01/2013,2013,December,Y,Final,"137,716","131,063","6,653",4.8%,,
Metro Division,"San Rafael, CA Met Div",01/01/2014,2014,January,Y,Final,"137,931","131,386","6,545",4.7%,,
Metro Division,"San Rafael, CA Met Div",02/01/2014,2014,February,Y,Final,"138,131","131,709","6,422",4.6%,,
Metro Division,"San Rafael, CA Met Div",03/01/2014,2014,March,Y,Final,"138,276","131,978","6,298",4.6%,,
